timestamp,crossing,event,train_prob,signal,closed,maintenance_mode,raw_json
2026-04-05T20:26:46Z,Fourth,Clear,8e-05,0.025079,False,False,"{""fourthStatus"":{""train"":0.0000799,""signal"":0.02507894},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-06T11:12:00Z,Fourth,Blocked,0.999971,0.05087,True,False,"{""fourthStatus"":{""train"":0.99997079,""signal"":0.05086993},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-06T11:12:00Z,Fourth,Train!,0.999971,0.05087,True,False,"{""fourthStatus"":{""train"":0.99997079,""signal"":0.05086993},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-06T11:58:26Z,Fourth,Clear,0.0,0.005097,False,False,"{""fourthStatus"":{""train"":2e-8,""signal"":0.00509682},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-08T13:09:45Z,Fourth,Blocked,0.573683,0.032401,True,False,"{""fourthStatus"":{""train"":0.57368344,""signal"":0.03240075},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-08T13:09:45Z,Fourth,Train!,0.573683,0.032401,True,False,"{""fourthStatus"":{""train"":0.57368344,""signal"":0.03240075},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-08T14:49:22Z,Fourth,Clear,0,0.001882,False,False,"{""fourthStatus"":{""train"":0,""signal"":0.00188242},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-09T04:30:11Z,Fourth,Blocked,0.962196,0.12445,True,False,"{""fourthStatus"":{""train"":0.96219617,""signal"":0.1244496},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-09T04:30:11Z,Fourth,Train!,0.962196,0.12445,True,False,"{""fourthStatus"":{""train"":0.96219617,""signal"":0.1244496},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":true,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
2026-04-09T06:09:53Z,Fourth,Clear,0.049263,0.030439,False,False,"{""fourthStatus"":{""train"":0.04926315,""signal"":0.03043927},""chestnutStatus"":{""train"":0,""signal"":0},""fourthClosed"":false,""chestnutClosed"":false,""maintenanceMode"":false,""maintenanceMessage"":""""}"
